Age,Job,Marital Status,Education,Default,Housing Loan,Personal Loan,Contact Type,Month,Day of Week,Last Call Duration,Calls in this Campaign,Days passed after previous campaign,Calls in previous Campaign,Previous Campaign Outcome,Employment Variation Rate,Consumer Price Index,Consumer Confidence Index,Euribor 3M,Number of people employed
40,Blue-collar,Married,High school,No,No,No,Cellular,Apr,Tue,245,8,999,0,Nonexistent,-1.8,93.075,-47.1,1.453,5099.1
41,Blue-collar,Married,Basic 9y,No,No,No,Cellular,Apr,Tue,161,1,999,1,Failure,-1.8,93.075,-47.1,1.453,5099.1
59,Services,Married,High school,No,Yes,No,Cellular,Apr,Tue,542,3,999,1,Failure,-1.8,93.075,-47.1,1.453,5099.1
44,Services,Divorced,High school,No,No,No,Cellular,Apr,Tue,265,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.453,5099.1
44,Services,Divorced,High school,No,No,No,Cellular,Apr,Tue,562,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.453,5099.1
38,Blue-collar,Married,Basic 4y,No,No,No,Cellular,Apr,Tue,277,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.453,5099.1
38,Blue-collar,Married,Basic 4y,No,No,No,Cellular,Apr,Tue,239,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.453,5099.1
38,Admin.,Divorced,High school,No,No,No,Cellular,Apr,Tue,172,2,999,1,Failure,-1.8,93.075,-47.1,1.453,5099.1
33,Blue-collar,Single,Professional course,No,No,No,Cellular,Apr,Tue,221,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.453,5099.1
55,Technician,Married,High school,No,Yes,Yes,Cellular,Apr,Tue,376,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.453,5099.1
59,Retired,Married,Basic 4y,No,No,No,Telephone,Apr,Tue,353,4,999,0,Nonexistent,-1.8,93.075,-47.1,1.453,5099.1
43,Admin.,Single,High school,No,No,No,Cellular,Apr,Tue,216,2,999,1,Failure,-1.8,93.075,-47.1,1.453,5099.1
40,Blue-collar,Married,High school,No,No,No,Cellular,Apr,Tue,43,3,999,1,Failure,-1.8,93.075,-47.1,1.453,5099.1
36,Entrepreneur,Married,High school,No,Yes,No,Cellular,Apr,Tue,736,7,999,0,Nonexistent,-1.8,93.075,-47.1,1.453,5099.1
44,Blue-collar,Single,Basic 9y,No,Yes,No,Cellular,Apr,Tue,581,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.453,5099.1
27,Technician,Married,Professional course,No,Yes,Yes,Cellular,Apr,Wed,163,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
27,Technician,Single,Basic 9y,No,No,Yes,Cellular,Apr,Wed,79,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
46,Services,Married,High school,No,No,No,Cellular,Apr,Wed,325,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
25,Student,Single,High school,No,Yes,No,Cellular,Apr,Wed,327,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
25,Student,Single,High school,No,Yes,No,Cellular,Apr,Wed,117,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
34,Services,Married,High school,No,Yes,No,Cellular,Apr,Wed,98,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
27,Technician,Single,Basic 9y,No,Yes,No,Cellular,Apr,Wed,131,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
27,Technician,Single,Basic 9y,No,Yes,No,Cellular,Apr,Wed,149,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
40,Housemaid,Married,Basic 9y,No,Yes,Yes,Telephone,Apr,Wed,169,1,999,1,Failure,-1.8,93.075,-47.1,1.445,5099.1
55,Admin.,Divorced,University degree,No,Yes,No,Cellular,Apr,Wed,628,1,999,1,Failure,-1.8,93.075,-47.1,1.445,5099.1
27,Admin.,Single,University degree,No,Yes,Yes,Cellular,Apr,Wed,98,1,999,1,Failure,-1.8,93.075,-47.1,1.445,5099.1
46,Blue-collar,Divorced,Basic 9y,No,No,Yes,Cellular,Apr,Wed,903,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
48,Technician,Married,Professional course,No,No,No,Cellular,Apr,Wed,95,1,999,1,Failure,-1.8,93.075,-47.1,1.445,5099.1
29,Technician,Married,University degree,No,Yes,No,Cellular,Apr,Wed,58,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
32,Technician,Single,University degree,No,No,No,Cellular,Apr,Wed,59,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
41,Blue-collar,Married,Basic 4y,No,Yes,No,Cellular,Apr,Wed,123,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
41,Blue-collar,Married,Basic 4y,No,Yes,No,Cellular,Apr,Wed,95,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
27,Technician,Single,Basic 9y,No,Yes,No,Telephone,Apr,Wed,523,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
25,Unemployed,Single,Professional course,No,Yes,No,Cellular,Apr,Wed,97,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
27,Technician,Single,Basic 9y,No,Yes,No,Cellular,Apr,Wed,88,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
39,Blue-collar,Married,Basic 9y,No,Yes,No,Cellular,Apr,Wed,182,1,999,1,Failure,-1.8,93.075,-47.1,1.445,5099.1
37,Technician,Married,University degree,No,Yes,No,Telephone,Apr,Wed,218,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
29,Blue-collar,Single,High school,No,Yes,Yes,Cellular,Apr,Wed,2129,1,999,1,Failure,-1.8,93.075,-47.1,1.445,5099.1
39,Blue-collar,Married,Basic 9y,Unknown,No,Yes,Cellular,Apr,Wed,393,6,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
34,Services,Married,High school,No,No,No,Cellular,Apr,Wed,462,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
39,Blue-collar,Married,Basic 9y,Unknown,Yes,No,Cellular,Apr,Wed,213,4,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
46,Blue-collar,Divorced,Basic 6y,Unknown,No,No,Cellular,Apr,Wed,179,5,999,2,Failure,-1.8,93.075,-47.1,1.445,5099.1
48,Blue-collar,Married,Basic 9y,No,Yes,No,Cellular,Apr,Wed,1032,3,999,2,Failure,-1.8,93.075,-47.1,1.445,5099.1
36,Management,Married,University degree,No,No,Yes,Cellular,Apr,Wed,241,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
36,Housemaid,Married,Basic 9y,No,Yes,No,Cellular,Apr,Wed,291,1,999,1,Failure,-1.8,93.075,-47.1,1.445,5099.1
63,Retired,Married,Unknown,No,No,No,Cellular,Apr,Wed,150,1,999,1,Failure,-1.8,93.075,-47.1,1.445,5099.1
63,Retired,Married,Unknown,No,Yes,No,Telephone,Apr,Wed,236,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
50,Admin.,Married,University degree,No,Unknown,Unknown,Cellular,Apr,Wed,101,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
39,Blue-collar,Married,Basic 9y,Unknown,Yes,Yes,Cellular,Apr,Wed,120,1,999,1,Failure,-1.8,93.075,-47.1,1.445,5099.1
63,Retired,Married,Unknown,No,No,No,Telephone,Apr,Wed,185,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
28,Admin.,Married,University degree,No,Yes,No,Cellular,Apr,Wed,261,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
51,Admin.,Single,University degree,No,Yes,Yes,Cellular,Apr,Wed,233,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
29,Admin.,Married,University degree,No,Yes,Yes,Cellular,Apr,Wed,245,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
25,Admin.,Single,Professional course,No,Yes,No,Cellular,Apr,Wed,67,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
47,Entrepreneur,Married,High school,No,No,Yes,Cellular,Apr,Wed,663,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
25,Admin.,Single,Professional course,No,Yes,No,Cellular,Apr,Wed,114,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
29,Technician,Married,University degree,No,Unknown,Unknown,Cellular,Apr,Wed,83,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
36,Management,Married,University degree,No,No,Yes,Cellular,Apr,Wed,180,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
82,Retired,Married,Unknown,No,No,No,Cellular,Apr,Wed,321,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
27,Technician,Single,Basic 9y,No,No,No,Cellular,Apr,Wed,34,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
46,Services,Married,High school,No,Yes,No,Cellular,Apr,Wed,201,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
24,Services,Single,High school,No,Yes,No,Cellular,Apr,Wed,209,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
47,Admin.,Single,University degree,No,No,No,Cellular,Apr,Wed,167,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
35,Admin.,Single,University degree,No,Yes,No,Cellular,Apr,Wed,58,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
24,Student,Single,High school,No,Yes,No,Cellular,Apr,Wed,74,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
64,Technician,Married,Professional course,No,Yes,No,Cellular,Apr,Wed,250,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
35,Admin.,Married,High school,No,Yes,No,Cellular,Apr,Wed,1190,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
42,Blue-collar,Married,Basic 6y,No,Yes,Yes,Cellular,Apr,Wed,110,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
35,Technician,Divorced,Professional course,No,Yes,No,Cellular,Apr,Wed,405,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
40,Admin.,Divorced,University degree,No,Yes,No,Cellular,Apr,Wed,84,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
35,Technician,Divorced,Professional course,No,Yes,No,Cellular,Apr,Wed,612,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
35,Technician,Divorced,Professional course,No,Yes,No,Cellular,Apr,Wed,229,1,999,1,Failure,-1.8,93.075,-47.1,1.445,5099.1
34,Services,Married,High school,No,No,No,Cellular,Apr,Wed,543,2,999,1,Failure,-1.8,93.075,-47.1,1.445,5099.1
52,Blue-collar,Married,Basic 4y,No,Yes,No,Cellular,Apr,Wed,249,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
46,Blue-collar,Divorced,Basic 9y,No,No,No,Cellular,Apr,Wed,169,1,999,1,Failure,-1.8,93.075,-47.1,1.445,5099.1
37,Technician,Married,Professional course,Unknown,Yes,Yes,Cellular,Apr,Wed,101,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
34,Services,Divorced,High school,No,Yes,Yes,Cellular,Apr,Wed,303,1,999,1,Failure,-1.8,93.075,-47.1,1.445,5099.1
58,Retired,Married,University degree,No,Unknown,Unknown,Cellular,Apr,Wed,624,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
40,Admin.,Divorced,University degree,No,No,No,Cellular,Apr,Wed,143,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
27,Technician,Single,Basic 9y,No,Yes,No,Cellular,Apr,Wed,56,7,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
22,Management,Single,University degree,No,Yes,No,Cellular,Apr,Wed,179,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
64,Technician,Married,Professional course,No,Yes,No,Cellular,Apr,Wed,65,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
39,Blue-collar,Married,Basic 9y,No,Yes,No,Cellular,Apr,Wed,91,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
25,Unemployed,Single,Professional course,No,No,Yes,Cellular,Apr,Wed,274,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
35,Services,Married,High school,Unknown,Yes,No,Cellular,Apr,Wed,222,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
43,Services,Married,High school,No,Yes,No,Telephone,Apr,Wed,690,7,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
46,Technician,Married,Basic 6y,Unknown,Yes,No,Cellular,Apr,Wed,575,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
47,Admin.,Married,Unknown,No,No,Yes,Cellular,Apr,Wed,764,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
39,Services,Married,Basic 9y,Unknown,Yes,Yes,Telephone,Apr,Wed,93,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
38,Services,Single,High school,No,Yes,No,Cellular,Apr,Wed,1665,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
41,Blue-collar,Married,Basic 4y,No,Yes,No,Cellular,Apr,Wed,213,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
33,Admin.,Single,University degree,No,No,No,Cellular,Apr,Wed,171,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
30,Unemployed,Single,Basic 9y,No,No,No,Cellular,Apr,Wed,142,4,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
46,Services,Married,High school,No,Yes,No,Cellular,Apr,Wed,417,2,999,2,Failure,-1.8,93.075,-47.1,1.445,5099.1
43,Self-employed,Married,High school,Unknown,Yes,No,Cellular,Apr,Wed,902,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
29,Admin.,Married,University degree,No,Yes,No,Cellular,Apr,Wed,350,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
31,Admin.,Single,University degree,No,Yes,No,Cellular,Apr,Wed,124,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.445,5099.1
20,Student,Single,High school,No,Yes,No,Cellular,Apr,Thu,162,4,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1
37,Blue-collar,Divorced,Basic 9y,Unknown,Yes,No,Cellular,Apr,Thu,435,2,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1
31,Admin.,Single,University degree,No,Yes,No,Cellular,Apr,Thu,87,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
21,Services,Single,High school,No,Yes,No,Cellular,Apr,Thu,374,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
41,Admin.,Married,University degree,Unknown,Yes,Yes,Telephone,Apr,Thu,40,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
52,Admin.,Married,High school,No,No,No,Cellular,Apr,Thu,312,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
21,Services,Single,High school,No,Yes,Yes,Cellular,Apr,Thu,820,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
46,Technician,Single,Basic 9y,No,Yes,No,Cellular,Apr,Thu,168,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
59,Blue-collar,Married,Basic 4y,Unknown,Yes,No,Cellular,Apr,Thu,125,6,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
44,Management,Divorced,University degree,No,Yes,No,Cellular,Apr,Thu,207,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
35,Services,Married,Basic 9y,No,Yes,No,Cellular,Apr,Thu,150,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
32,Self-employed,Single,University degree,No,No,No,Cellular,Apr,Thu,394,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
35,Services,Married,Basic 9y,No,No,No,Cellular,Apr,Thu,85,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
38,Services,Married,Basic 9y,No,Yes,No,Cellular,Apr,Thu,220,1,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1
38,Technician,Married,High school,No,No,No,Cellular,Apr,Thu,113,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
37,Technician,Divorced,Professional course,No,Yes,No,Cellular,Apr,Thu,241,1,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1
32,Services,Divorced,High school,No,No,No,Cellular,Apr,Thu,765,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
35,Entrepreneur,Married,University degree,Unknown,Yes,No,Cellular,Apr,Thu,311,1,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1
33,Technician,Single,University degree,No,Unknown,Unknown,Cellular,Apr,Thu,527,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
67,Retired,Married,University degree,No,Yes,No,Telephone,Apr,Thu,126,4,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
33,Technician,Single,University degree,No,No,No,Cellular,Apr,Thu,304,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
40,Self-employed,Married,University degree,No,Yes,No,Cellular,Apr,Thu,236,1,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1
41,Technician,Married,University degree,Unknown,No,Yes,Cellular,Apr,Thu,272,1,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1
51,Services,Married,High school,Unknown,No,No,Cellular,Apr,Thu,278,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
48,Blue-collar,Married,Basic 9y,Unknown,Yes,Yes,Cellular,Apr,Thu,429,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
33,Services,Divorced,University degree,No,Yes,No,Cellular,Apr,Thu,230,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
36,Admin.,Married,University degree,No,Yes,No,Cellular,Apr,Thu,96,4,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
45,Admin.,Married,High school,No,No,Yes,Cellular,Apr,Thu,109,2,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1
30,Self-employed,Single,University degree,No,No,No,Cellular,Apr,Thu,159,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
30,Self-employed,Single,University degree,No,Yes,No,Cellular,Apr,Thu,104,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
30,Self-employed,Single,University degree,No,No,No,Cellular,Apr,Thu,184,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
30,Self-employed,Single,University degree,No,Yes,No,Cellular,Apr,Thu,331,1,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1
30,Self-employed,Single,University degree,No,No,No,Cellular,Apr,Thu,435,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
45,Admin.,Single,Unknown,No,Yes,No,Cellular,Apr,Thu,62,2,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1
35,Services,Married,High school,No,Yes,No,Cellular,Apr,Thu,466,2,999,2,Failure,-1.8,93.075,-47.1,1.435,5099.1
52,Admin.,Married,University degree,No,Yes,No,Telephone,Apr,Thu,327,2,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1
42,Self-employed,Married,University degree,No,Yes,No,Cellular,Apr,Thu,290,2,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1
30,Blue-collar,Married,Basic 4y,No,Yes,No,Cellular,Apr,Thu,179,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
37,Technician,Divorced,Professional course,No,Yes,No,Cellular,Apr,Thu,464,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
49,Blue-collar,Married,Basic 6y,Unknown,Yes,Yes,Cellular,Apr,Thu,504,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
33,Self-employed,Married,University degree,No,Yes,No,Cellular,Apr,Thu,233,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
30,Self-employed,Single,University degree,No,No,No,Cellular,Apr,Thu,245,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
52,Admin.,Married,High school,No,Yes,No,Cellular,Apr,Thu,152,2,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1
45,Entrepreneur,Divorced,University degree,No,Yes,No,Cellular,Apr,Thu,132,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
33,Technician,Single,University degree,No,Yes,No,Cellular,Apr,Thu,106,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
50,Blue-collar,Married,High school,Unknown,No,No,Cellular,Apr,Thu,339,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
30,Self-employed,Single,University degree,No,Yes,No,Cellular,Apr,Thu,152,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
36,Retired,Married,High school,No,Yes,No,Cellular,Apr,Thu,98,6,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
41,Blue-collar,Married,Basic 9y,No,Unknown,Unknown,Cellular,Apr,Thu,268,1,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1
47,Technician,Divorced,Professional course,No,No,No,Cellular,Apr,Thu,337,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
54,Self-employed,Married,Basic 9y,No,Yes,No,Cellular,Apr,Thu,133,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
28,Services,Single,High school,No,Yes,No,Cellular,Apr,Thu,322,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
46,Technician,Single,Basic 9y,No,No,No,Cellular,Apr,Thu,385,2,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1
45,Admin.,Married,University degree,No,Yes,Yes,Cellular,Apr,Thu,317,5,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
29,Blue-collar,Married,Basic 9y,No,Yes,No,Cellular,Apr,Thu,1042,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
41,Admin.,Married,University degree,Unknown,Yes,Yes,Cellular,Apr,Thu,240,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
57,Services,Married,High school,No,Yes,No,Cellular,Apr,Thu,275,2,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1
37,Blue-collar,Married,Professional course,No,No,No,Cellular,Apr,Thu,188,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.435,5099.1
33,Services,Married,High school,No,Yes,No,Cellular,Apr,Thu,236,1,999,1,Failure,-1.8,93.075,-47.1,1.435,5099.1
30,Admin.,Single,University degree,No,Yes,No,Telephone,Apr,Tue,563,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
26,Unemployed,Single,University degree,No,Yes,No,Cellular,Apr,Tue,136,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
41,Technician,Married,High school,No,Yes,Yes,Cellular,Apr,Tue,142,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
36,Blue-collar,Married,Basic 4y,Unknown,No,No,Cellular,Apr,Tue,283,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
36,Blue-collar,Married,Basic 9y,No,No,No,Cellular,Apr,Tue,129,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
34,Self-employed,Single,University degree,No,No,No,Telephone,Apr,Tue,86,6,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
30,Admin.,Married,University degree,No,No,No,Cellular,Apr,Tue,259,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
41,Technician,Married,Professional course,No,Yes,No,Cellular,Apr,Tue,466,5,999,1,Failure,-1.8,93.075,-47.1,1.423,5099.1
34,Admin.,Married,University degree,No,Yes,No,Cellular,Apr,Tue,565,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
42,Admin.,Single,Professional course,No,Yes,No,Cellular,Apr,Tue,251,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
45,Blue-collar,Married,Basic 9y,Unknown,Yes,No,Cellular,Apr,Tue,269,3,999,1,Failure,-1.8,93.075,-47.1,1.423,5099.1
37,Admin.,Single,University degree,No,No,No,Cellular,Apr,Tue,283,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
73,Retired,Divorced,Basic 4y,No,No,Yes,Cellular,Apr,Tue,342,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
45,Blue-collar,Married,Basic 9y,Unknown,Yes,No,Cellular,Apr,Tue,427,4,999,1,Failure,-1.8,93.075,-47.1,1.423,5099.1
34,Admin.,Single,University degree,No,Yes,No,Cellular,Apr,Tue,255,7,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
38,Blue-collar,Married,Basic 9y,No,No,No,Cellular,Apr,Tue,110,1,999,1,Failure,-1.8,93.075,-47.1,1.423,5099.1
34,Admin.,Single,University degree,No,Yes,No,Cellular,Apr,Tue,461,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
59,Blue-collar,Married,Basic 9y,No,No,No,Telephone,Apr,Tue,111,3,999,1,Failure,-1.8,93.075,-47.1,1.423,5099.1
46,Blue-collar,Divorced,Basic 9y,No,Yes,No,Telephone,Apr,Tue,266,3,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
34,Self-employed,Single,University degree,No,Yes,No,Telephone,Apr,Tue,118,6,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
34,Admin.,Single,University degree,No,No,No,Cellular,Apr,Tue,142,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
35,Blue-collar,Married,Basic 9y,No,Yes,No,Cellular,Apr,Tue,855,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
34,Admin.,Single,University degree,No,No,No,Cellular,Apr,Tue,344,1,999,1,Failure,-1.8,93.075,-47.1,1.423,5099.1
34,Unemployed,Single,University degree,No,Yes,No,Cellular,Apr,Tue,125,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
24,Services,Single,High school,No,Yes,No,Cellular,Apr,Tue,850,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
34,Admin.,Single,University degree,No,Yes,Yes,Cellular,Apr,Tue,441,2,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
24,Services,Single,High school,No,Yes,No,Telephone,Apr,Tue,104,1,999,1,Failure,-1.8,93.075,-47.1,1.423,5099.1
48,Blue-collar,Single,Basic 9y,No,Yes,No,Cellular,Apr,Tue,179,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
24,Services,Single,High school,No,Yes,No,Cellular,Apr,Tue,114,1,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
47,Self-employed,Married,Basic 9y,No,Yes,No,Telephone,Apr,Tue,226,5,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
34,Self-employed,Single,University degree,No,No,No,Cellular,Apr,Tue,94,5,999,0,Nonexistent,-1.8,93.075,-47.1,1.423,5099.1
24,Services,Single,High school,No,Yes,No,Cellular,Apr,Tue,1594,1,999,1,Failure,-1.8,93.075,-47.1,1.423,5099.1
